ID;Nazwa;Ilosc Real;Ilosc Fakt;Roznica Fakt Norm
3200;Koparka 23cm worek 403873;22;24;2
2159;Koparka 997825 ;1;1;0
5171;Koparka 997771;0;14;14
4207;KOPARKA                                         993165;0;5;5
147;KOŃ W WORKU 005930;0;0;0
71503;Koń na biegunach - funkcje 801750;0;2;2
634;KOŃ NA BIEGUNACH-DZWIĘK /Z4238/                 973584;0;0;0
632;KOŃ NA BIEGUNACH-DZWIĘK /Z4237/    ŁATY         973577;0;0;0
2116;Koń flokowany + 2 małe 800814;44;83;39
5200;Koń flokowany 877288;36;36;0
4056;Koń dla Barbie /109357/;6;6;0
4057;Koń dla Barbie /109340/;0;0;0
5331;Koniki na blistrze /805918/;0;0;0
4441;KONIK ZEWSTAW                                   006589;0;9;9
1252;Konik z maleństwem i akcesoriami 399113;12;12;0
2090;Konik z akcesoriami /display 12szt/ 404899;40;46;6
2380;Konik z akc. do czesania 203433;19;19;0
2740;Konik z akc. BOX 393562;0;0;0
2438;Konik z akc. 203426;0;17;17
5289;Konik świecący  /119899/;0;1;1
2370;Konik przeźroczysty ze św. /12 szt. w op./ 399441;0;6;6
4336;KONIK NA BLISTRZE                               106554;0;1;1
4189;Konik morski gniotek /12 szt. w op./311242;0;0;0
2451;Konik flokowany rodzinka 800807/403473;0;3;3
1084;KONIK + akc. do czesania 395726;0;3;3
872;Konik 822533;18;18;0
3034;Konik 813708;0;2;2
2093;Konik 140572;0;0;0
5140;Konie flokowane;0;0;0
4570;Konic przezroczysty z akcesoriami 203303;36;43;7
70231;Konewka duża 050469;47;30;-17
70164;Komplet zamek z konewką 163063;33;33;0
5027;Komplet zamek 8 elementów z młynkiem;0;6;6
5031;Komplet zamek 5 elementów z młynkiem;0;6;6
5032;Komplet zamek 4 elementy;0;2;2
70625;Komplet Zamek + Piłka 163421;18;16;-2
70165;Komplet zamek 163056;22;20;-2
5028;Komplet kwiatek 5 elementów z młynkiem;0;6;6
5030;Komplet kwiatek 4 elementy;1;1;0
12117;Komplet kuchenny 980561;11;4;-7
4360;KOMPLET KONIECZYNKA RÓŻ                         000833;0;1;1
4359;KOMPLET KONIECZYNKA                           000833;0;5;5
4361;KOMPLET KONIECZYNKA                             000857;0;15;15
5034;Komplet koniczynka 4 elementy;0;7;7
5033;Komplet kogucik 3 elementy;0;2;2
70629;Komplet Karbowany z Młynkiem ;15;9;-6
70161;Komplet karbowany z konewką 163018;15;28;13
70160;Komplet karbowany 163001;28;26;-2
70050;Komplet do prasowania 000155;20;20;0
10195;Komplet do piasku Krecik;0;5;5
4458;Kombajn378566, 874508, ;0;0;0
70816;Kombajn mały do kukurydzy 34CM. 6275457, 00238,751570,754661,961097;11;24;13
4366;Kombajn mały 876175;0;28;28
1747;KOMBAJN HARVESTER MAŁY-ZBOŻE /2500002/    00026,500004;0;0;0
82;Kombajn farm klosz  33143,904724,785662;34;40;6
74545;Kombajn duży zboże 960304, 005070, 355452;17;88;71
74546;KOMBAJN DUZY do kukurydzy 971183, 005087, 870425, 960311;21;46;25
70817;Kombajn do zboża 34cm 754579, 395672, 961080;21;39;18
5211;Kombajn /936181/;0;0;0
3680;KOMBAJN /92597X/;0;0;0
5210;Kombajn /745202/;0;8;8
5058;Kombajn 489390;0;0;0
4503;Kombajn 331450;0;20;20
4427;KOMBAJN 005087, 754579;0;0;0
4372;KOMBAJN                                      69796;0;11;11
11615;Kołyska Zuzia 2980622;4;1;-3
12949;kołyska mała;4;4;0
13767;"Kołyska ""Motylek"" 980639";6;3;-3
12975;"Kołyska ""Jabłuszko"" 647075";2;2;0
10177;Kołyska 980073;14;6;-8
5260;Kolekcja Silver - Pies 35cm;0;0;0
5259;Kolekcja Silver - Pies 25cm  / 045393 / ;0;0;0
5256;Kolekcja Silver - Miś 35cm  /045515/;0;0;0
5257;Kolekcja Silver - Miś 25cm  /045379 /;0;0;0
5255;Kolekcja Silver - Królik 30cm  / 045522 /;0;1;1
75499;Kolekcja kropeczkz pies z kocykiem niebieski 25 cm 048172;0;0;0
75498;Kolekcja kropeczka pies z kocykiem różowy 100x75 048172;0;0;0
5250;Kolekcja Kropeczka - Słoń z kocykiem 21cm  /047144 /;0;1;1
5271;Kolekcja Kakao - Miś 30cm;0;0;0
5254;Kolejkcja Silver - Królik 20cm  /045386/;0;1;1
1835;Kolejka, światło, b.o /003240/;0;0;0
1719;KOLEJKA Z TOREM B/O. /014009/                   618517;0;0;0
4274;KOLEJKA z torami /305074/;0;10;10
74178;Kolejka na baterie YJ88-25 110799;3;27;24
2031;Kolejka na baterie 589cm /G075500/970965/;3;4;1
3248;KOLEJKA na baterie /TG220668/813586/;12;17;5
2645;KOLEJKA NA BATERIE /MPF62240/   BLIST.   622409;0;0;0
1932;Kolejka na baterie /G057166/960140/;0;0;0
5558;Kolejka na baterie 819847;17;37;20
1330;Kolejka na baterie 612998;54;60;6
281;KOLEJKA B/O. Z TOREM  /013021/                  616087;0;0;0
5505;Kolejka b.o roty 201064;0;0;0
5190;Kolejka + Tory 302134;0;10;10
4389;Kolejka + 3 wagony 211988, 960773;5;24;19
1514;KOLEJKA /G2053/132140/;0;0;0
2631;KOLEJKA /G1023/110353/;0;0;0
1592;"KOLEJKA ""SZCZĘŚLIWY POCIĄG"" B/O. /G048689/      945291";5;6;1
3816;"KOLEJKA ""CLASSIC TRAIN"" B/O. /MPH15173/         151732";0;0;0
5310;Kolejka -ruchome zwierzątka ludzik, 3 wagony /TADY231/393944/;0;0;0
34217;KLOCKI ZESTAW śREDNI                            300255;0;1;1
4176;KLOCKI Z FIGURKĄ /302141/zrxp90010n/;0;0;0
24;KLOCKI ŚREDNIE /K2S/                            000055;0;1;1
62;KLOCKI sluban wojsko (121 el.) /G045278/;0;2;2
4518;Klocki Sluban Wojsko (103 el.) 406855;16;18;2
2193;Klocki sluban straż 58 el. 988274;1;1;0
4354;KLOCKI SLUBAN STRAż                            973706;0;0;0
4039;Klocki Sluban Policja (78 el.) 407043;10;16;6
204;Klocki Sluban Policja (126 el.) 957423;41;42;1
4092;Klocki Sluban Policja (106 el.) 407050;16;16;0
176;Klocki sluban miasto 94 el. 955214;20;20;0
1621;Klocki Sluban Miasto (172 el.) 406978;7;7;0
1663;Klocki Sluban Miasto (129 el.) 406961;9;9;0
4522;Klocki Sluban Miasto (119 el.) 406954;29;29;0
3067;Klocki Sluban Lotnisko (121 el.) /G088169/;0;1;1
3554;Klocki Sluban Lotnisko (120 el.) 406992;16;16;0
3516;Klocki Sluban Lotnisko (116 el.) 407005;14;14;0
2881;Klocki Sluban Klub Moto (164 el.) 406916;9;10;1
4526;Klocki Sluban Klub Moto (152 el.) 406893;22;23;1
4511;Klocki sluban klub moto (148 el.) 406879;13;13;0
4516;Klocki sluban klub moto (140 el.) 406886;9;9;0
612;Klocki sluban farma 103EL. 965701;8;9;1
78;Klocki sluban dziewczynka 99 el. 996576;0;8;8
60;Klocki sluban dziewczynka 29 el. 954873;4;4;0
1417;Klocki sluban dziewczynka 19 el. 98006;5;5;0
259;KLOCKI SLUB. BUS POLICJA 127EL. /G032479/       954880;0;0;0
2036;Klocki roboty (12 szt=display) 993278;0;0;0
208;Klocki policja commando 391902;14;36;22
756;KLOCKI MAŁE /K1BD/ WOREK DUŻY                   000031;1;5;4
2523;Klocki kosmiczne pojazdy /display 12sztuk/ 202719;56;60;4
4358;KLOCKI K2 MAłE                                  000895;0;6;6
3402;Klocki gwiezdne pojazdy /display 12szt/ 390097;200;212;12
605;KLOCKI FURGON POLIC. 206EL.(B1900)/G32482/      957348;0;6;6
3008;Klocki dziewczęce + auto 005817;20;26;6
4069;Klocki drewniane /JENGA/TG18485/870913/;0;1;1
1585;Klocki drewniane 0822784;0;0;0
614;KLOCKI DOMEK 149EL.(B0570) /G078215/            969914;0;0;0
4546;Klocki dom;0;1;1
3975;KLOCKI BUS STRAŻ POŻ. 83EL. NO.8057       34636,960595;0;0;0
10037;Klocki Bobo 50;6;4;-2
10043;Klocki Bobo 400;4;2;-2
12374;Klocki Bobo 300;4;2;-2
12373;Klocki Bobo 200;2;2;0
12372;Klocki Bobo 100;4;3;-1
970;Klocki baza policyjna, pojazdy, ludziki 203587;1;1;0
4023;KLOCKI AUTO POLIC.88EL. 54842;13;15;2
621;KLOCKI AUTO KAMPER 324EL.(B0566) /G078219/      969952;0;0;0
1926;Klocki 71szt 312638;11;11;0
5369;Klocki 54 el.  /544473/ MPD54447X;0;2;2
1892;Klocki 43szt 312621;12;12;0
28;KLOCKI 3 MAŁE /K3M/                             000161;0;0;0
1570;Klocki - Sluban Wojsko 175 el. 954644;6;13;7
3006;Klocki - Sluban Straż 175 el. 973751;11;12;1
3013;Klocki - Sluban Straż (269 el.) 988304;1;4;3
4070;Klocki - sluban straż (136 el.) 988298;10;10;0
4026;Klocki - Sluban Straż (118el.) /954729/;3;6;3
1571;Klocki - Sluban Policja 86 el. 957546;12;23;11
1697;Klocki - Sluban Policja (45 el.) /G032564/965572/;0;2;2
4024;Klocki - Sluban Policja (45 el.) /954835/;0;0;0
618;Klocki - Sluban Miasto Domek 204el. 969921;0;1;1
489;Klocki - Sluban Miasto 111 el. 955207;5;6;1
2402;Klocki - sluban miasto (105 el.) 955115;6;9;3
891;Klocki - Sluban Klub Moto (163 el) 406909;9;9;0
4025;Klocki - Sluban Formuła 1 ( 63 el.) /955153/;9;10;1
439;Klocki - Sluban Farma (170 el.) 970149;2;3;1
528;Klocki - Sluban Farma (165 el.) 973904;5;7;2
4029;Klocki - Sluban Farma (110el.) /973928/;7;8;1
1572;Klocki - Sluban Dziewczynka 78 el. 996637;19;21;2
1576;Klocki - Sluban Dziewczynka 195 el. 996712;4;4;0
1573;Klocki - Sluban Dziewczynka 158 el. 996644;7;7;0
1574;Klocki - Sluban Dziewczynka 102 el. 996569;11;15;4
842;Klocki - Sluban Budowlane 62 el. 957416;0;5;5
2516;KLOCKI - sluban budowlane (212 el.) 965237;0;3;3
5351;Klocki-Sluban Straż (74el. ) 955160;27;29;2
2648;Klocki-sluban straż (371 el.) 973706;0;0;0
2037;Klocki-sluban straż (136 el.) 988335;0;4;4
5352;Klocki-Sluban Miasto (85 el.)  /955177/;0;4;4
5348;Klocki-Sluban Miasto (167 el.) 969938;4;4;0
5347;Klocki-Sluban Farma (103 el.)   /965701/;0;1;1
5401;Klocki-przyssawki, duże elementy 395993;0;0;0
405;Klocki-Jixin Straż 943365;0;0;0
1407;Klocki-Jixin kolejka na baterie 904380;0;1;1
1512;Klocki-Jixin dom 943334;0;0;0
3493;KLOCK-Sluban wojsko (121 el.) /G032513/;0;0;0
3561;Kierownica na baterie 952732;0;8;8
3757;Kierownica na baterie 912415;0;0;0
5636;Kierownica na baterie 805895;11;18;7
1717;KIEROWNICA DUŻA Z LICZNIKIEM /384576/           845762;1;1;0
3016;KIEROWNICA B/O. ZWIERZATKA                      293744;0;0;0
472;KIBELEK-PIERDZĄCA MASA WKSZ. X24 /TG018493      670999;0;0;0
3107;Kasa z kalkulatorem /131884/;0;0;0
5540;Kasa z kalkulatorem 141418;3;4;1
34229;KASA NA BATERIE;0;6;6
34228;KASA FISKALNA;0;0;0
115;"KASA B/O.""C.REGISTER"" NO.66030  /G57114/        958536";0;0;0
2179;KASA  Z DZWIĘKAMI B/O. NO.34440 /G1003/         109326;0;0;0
3678;KARUZELKA NAD ŁÓŻECZKO-PLUSZAKI /MPJ90125/      901252;0;0;0
84;Karuzela dla dzieci 8301243;3;8;5
1023;Karty Piotruś Memo Despicable  /100368/;0;1;1
1989;"KARTY PIOTRUŚ ""NAPIĘKNIEJSZE BAJKI /Z3264/      002488";0;0;0
3359;KARTY PIOTRUŚ   X 20   (FAN)                    802019;40;37;-3
1022;Karty Piotrusie Memo Cars 3  /100351/;0;0;0
4063;Karty do gry 54 listki 121226;0;5;5
2813;Karty do gry 975649;19;19;0
4355;Karty do gry 302783;0;7;7
4411;Karty do gry 302141,878315,975663;94;135;41
531;KARTY DO GRY   / 975649 / ;0;0;0
1865;Karty Casino 2x55 listków 002631;24;24;0
3186;Karty 24 listki classic 102456;15;15;0
4064;Karty 24 listki  /000538/;0;0;0
5593;Karoca na baterie 880830;39;50;11
1581;KAROCA NA BATERIE  /MPI48129/                   481297;0;0;0
4295;KARETKA;0;0;0
5346;KARETA Z LALKĄ  /G075188,92/ 970743,996;0;0;0
3054;Kareta z konikiem i lalką333303, 000966, 203815;26;34;8
1852;Kareta z konikiem i lalką 48882,488848, 395627;0;3;3
4027;Kareta dla lalek /948186/;1;2;1
5373;Kareta /B753/133178/;0;0;0
3002;Kareta /963909/;0;4;4
5527;Kareta 799305;0;2;2
327;KARABIN Z ŁUKIEM W WORKU /TG218951/             872856;0;0;0
3222;Karabin z dźwiękiem /969987/;0;0;0
2885;Karabin wibracje, światło, dźwięk 312980;0;9;9
2780;Karabin wibracje, światło, dźwięk 312973;31;37;6
2190;Karabin terkotka karta 404290;12;17;5
4197;Karabin terkotka 809091;0;18;18
4409;KARABIN TERKOTKA                               879886\;0;47;47
4983;Karabin sygnałowy 822519;22;32;10
4576;Karabin sygnałowy 627627;14;26;12
471;KARABIN PUKAWKA Z LUNETĄ /266198/               661981;0;0;0
2484;KARABIN PUKAWKA CIEN.LUFA /MPA46350/      35089,463507;0;0;0
3187;Karabin pukawka 7381224, 47990,812244, 992526;20;124;104
4007;Karabin pukawka 479020,963213, 247909;49;105;56
5620;Karabin na wodę 133918;0;0;0
5383;Karabin na wodę /134281/;0;18;18
5381;Karabin na wodę /134078/;0;11;11
5382;Karabin na wodę /133970/;0;13;13
5384;Karabin na wodę /133864/;0;1;1
5385;Karabin na wodę /133826/;0;14;14
5386;Karabin na wodę /122318/;0;9;9
5615;Karabin na wodę 146741;0;10;10
5618;Karabin na wodę 146604;0;12;12
5619;Karabin na wodę 133970;0;4;4
5621;Karabin na wodę 133963;0;7;7
4408;Karabin na strzałki879879;0;19;19
224;Karabin na strzałki 823325;55;57;2
4404;KARABIN NA KULKI  /876977/;0;5;5
4414;KARABIN NA KULKI                                801644;0;12;12
4569;Karabin na baterie 014560;0;0;0
4329;KARABIN NA BATERIE                              117093;4;11;7
4143;Karabin Hukowy AK47 822502;0;4;4
4419;KARABIN HUKOWY                                  806144;14;29;15
75434;Karabin Gonher 137/6;2;0;-2
75432;Karabin Gonher 118/6;2;0;-2
75448;Karabin Gonher 1135/6;2;0;-2
227;KARABIN B/O. Z PASKIEM 09952,992755, 499751;1;56;55
5170;Karabin 993585;0;75;75
5166;Karabin 993219;0;32;32
4002;Karabin 973929;0;0;0
4463;Karabin 602335;2;13;11
4181;Karabin 375626;0;0;0
4293;KARABIN;0;13;13
4179;Karabik terkotka 800128;0;0;0
355;KAPELUSZ DZIEWCZYNKI 4KOL. /ZRPIE928/           055179;154;161;7
1801;Kalkulator /889855/;0;0;0
5011;Kalkulator 814323;3;0;-3
4320;Kalejdoskop /24szt displ/ 124138, 810196;0;0;0
1475;Kalejdoskop   /124145/;1;0;-1
1132;Kalambury obrazkowe mini /017861/;0;0;0
730;Kalambury mini 301300;13;15;2
735;Kalambury 301263;3;4;1
2942;KAJDANKI METAL Z FUTERKIEM  /Z2584/             962069;0;0;0
3360;KAJDANKI METAL  302707, 88663;0;104;104
4043;KACZUSZKA+MAŁA-PISZCZKI /6801/                  744028;2;3;1
1273;JOJO ZE ŚWIATŁEM /778847/;0;0;0
2209;JOJO ŚWIECĄCE 5wz /68584/;71;89;18
3127;Jojo 871750;0;0;0
15037;Jezdzik koparka;2;2;0
1678;Jelonek /144164/;1;1;0
753;Jeep z naczepą + auto048123;0;1;1
5380;JEEP WOJSKOWY Z PRZYCZEPĄ ORAZ ARMATĄ 46 CM /994018/;0;1;1
3772;JEEP POLICJA NA BATERIE MPD79972PUD. 997276, 872771;25;41;16
3072;JEEP PICK-UP DUŻY /340028/   KLOSZ              400282;0;0;0
130;JEEP CZARNY S.W.A.T. /111-1/    KLOSZ           004586;0;0;0
2198;JEEP 28CM. ŻÓŁTY   /93363/NC   KLOSZ            993363;0;0;0
1324;JEEP 28CM. 689-166  /60038/P   KLOSZ            960038;0;0;0
1619;JEEP + 2PRZYCZEPY Z DINOZAURAMI /44647/NC       244647;0;0;0
613;"JEEP ""POLICE CAR"" F/F.RADIO+ŁADOW. /Q1145/      098491";0;0;0
1456;Jednorożec ze światłem i masa /12 szt. w op./ 312102;0;12;12
71508;Jednorożec na biegunach - funkcje 801859;1;1;0
1073;Jaś i Małgosia Piotruś Pan  /324078/;0;0;0
5531;Jaszczury miękkie /12szt w displayu/ 203204;40;44;4
4115;Jakie to flagi-Mini 003994;0;0;0
1437;Jajo żółwia morskiego /display 12szt/ 393012;48;48;0
4118;Jajko z pająkiem /24 szt. w op./ 817607;0;28;28
2249;Jajko magiczne 12 szt. display 802061;0;0;0
4334;Jajko dinozaura rosnące /12 szt disp/390899, 390431;0;16;16
2978;Instrument muzyczny gitara 134021;0;5;5
10973;Huśtawka Kubełek;0;1;1
12493;Huśtawka deska;6;4;-2
2586;Hulajnoga 3-kołowa, 3 kol. 312409;4;4;0
2585;Hulajnoga 3-kołowa 312393;1;1;0
72582;Hula Hop 90 050278;0;17;17
72581;Hula Hop 80 050230;24;19;-5
72731;Hula Hop 70 050049;20;15;-5
72580;Hula Hop 60 050032;20;30;10
4010;Holownik w worku 006258;0;3;3
5314;Helikopter, św., dźw. /394316/;1;2;1
4211;Helikopter z dźwiękiem 93479/993479/;0;0;0
15298;Helikopter pchanka 122034;0;5;5
72998;Helikopter na baterie 11286-B/286-20 905578;32;19;-13
4206;HELIKOPTER NA BATERIE 993424, 401736;42;72;30
3953;Helikopter na baterie 400051;0;4;4
75576;Helikopter na baterie 022718;39;77;38
14458;HELIKOPTER NA BATERIE;0;0;0
74226;HELIKOPTER NA BATERIE;4;25;21
5065;Helikopter 025531;0;0;0
5626;Helikopter 963985;40;46;6
1165;Helikopter  św,dźw /997832/;0;6;6
1876;HELIKOPTER - NACIĄG SZNUREK  /015766/           609058;0;0;0
5659;Harmonijka ustna 24-tonowa 818475;86;104;18
142;Harmonijka 16 tonów 817599, 807509;0;0;0
2088;GWIZDEK PLASTIKOWY worek 12 sztuk393036;4;0;-4
2466;GWIZDEK PIŁKA NOŻNA /12szt/;0;0;0
453;Gumowe kaczuszki do kąpieli 4szt 303827;0;0;0
581;Guma do skakania /10 szt. w op./ 260069, 000316;59;29;-30
3102;Grzechotka, Gryzak - Żabka 395047;0;4;4
3103;Grzechotka, Gryzak - Słonik 395054;0;1;1
3929;Grzechotka, gryzak - rybka 395030;40;40;0
5508;Grzechotka zwierzęta /6 szt. w op./136377;0;0;0
2547;GRZECHOTKA z dźwiękiem 970828, 140060, 140053, 140046;3;26;23
3704;Grzechotka krowa 143931;0;0;0
3824;Grzechotka 6 wzorów 811858;100;109;9
2617;Grzechotka 4 rodzaje mix 201538;1;14;13
75565;Grzechotka (display Nr75) Wader 051455;0;24;24
75564;Grzechotka (display Nr74) Wader 051431;0;0;0
71520;"Grzechotka ""Truskawka"" 045614";24;24;0
72104;"Grzechotka ""Rumianek"" 045584";11;14;3
70413;"Grzechotka ""Jabłko"" 045607";12;12;0
70526;"Grzechotka ""Chaber"" 045591";14;14;0
1409;Grzechotka 820706;1;23;22
1327;Grzechotka 313031;2;17;15
1800;Grzechotka 140022;3;5;2
2996;Grzechotka - gryzak /12 szt w displayu/ 396273;0;0;0
943;Gryzak 929093;0;20;20
141;Gry 5 w 1 309119;0;2;2
2463;Granat z proszkiem kolorowym 817737;49;53;4
70294;Grabki duże plast 163414;21;14;-7
1654;Gra zręcznościowa krzesła 36 el. 997191;0;3;3
2836;Gra zręcznościowa /397768,398093/;0;0;0
5556;Gra zręcznościowa 819205;15;15;0
2258;Gra zręcznościowa - krzesła 18 el. 997177;0;0;0
566;GRA ZOSTAŃ STRAŻAKIEM     (FAN)                 802880;7;7;0
564;GRA ZOSTAŃ POLICJANTEM     (FAN)                802897;6;6;0
563;GRA ZOSTAŃ LEKARZEM     (FAN)                   802903;4;4;0
560;GRA ZOSTAŃ GWIAZDA  3GRY      (FAN)             803016;7;1;-6
549;GRA ZNAKI DROGOWE/LEŚNY TELEFON   (FAN)         802637;3;3;0
5113;Gra wodna rybki  /8 na blistrze/ 301328 ;0;1;1
5111;Gra wodna kierownica 301502;226;233;7
5112;Gra wodna   301496;0;0;0
5109;Gra wodna   301311;51;54;3
1220;Gra węże i drabiny 1441326;0;0;0
352;Gra węże 141340;2;2;0
598;GRA WARCABY & CHIŃCZYK  (FAN) 802194;20;1;-19
1665;Gra w Kości /800044/;14;14;0
1067;Gra w kamienie /272755/;0;0;0
586;GRA UŁÓŻ WYRAZY JUNIOR   (FAN)                  804075;4;4;0
589;GRA UŁÓŻ SZYFR KOLORY I FIGURY   (FAN)          804402;1;3;2
1331;Gra świat biznesu /800198/;8;10;2
1015;Gra Sylaby  /005888/;1;1;0
927;Gra statki /TAJT881/392299/;0;0;0
5342;Gra skaczące żabki j.polski 810356;18;18;0
3569;GRA SKACZĄCE KAPELUSIKI /NAKŁON/ 800112;6;7;1
5595;Gra Rzutki 35cm 830017;4;4;0
5220;Gra rybki /69758/;0;2;2
2426;Gra rybki 979852;60;60;0
4500;Gra rybki 872009;9;49;40
4510;Gra rybki 803864;0;1;1
4162;Gra rybki 695833;15;16;1
5635;Gra Rybki 583335;12;20;8
3875;Gra Rybki 401515;21;26;5
4281;GRA RYBKI  111695;0;49;49
4278;GRA RYBKI;0;2;2
1990;Gra rodzinna małpki 204157;0;1;1
5313;Gra rodzinna leśne przygody /TAN3015/393982/;0;0;0
1016;Gra przeciwieństwa - gra /004652/;5;5;0
5008;Gra prosta 0107923;203;91;-112
1080;Gra Planszowa Bartek;0;12;12
15297;Gra piłkarze 000011;8;0;-8
4055;Gra piłka nożna /125821/;0;0;0
571;GRA PAN DOKTOR  3GRY   /(FAN)                   802576;0;0;0
1131;Gra pamięć sówka mondra główka /018226/;0;0;0
116;Gra Memos ilustrowane 016116;1;1;0
3388;Gra Memos Frozen 016024;0;0;0
1134;Gra Memory /251393/;0;0;0
5544;Gra memory 140480;24;24;0
5162;Gra magnetyczna złap motyla 301014;0;0;0
148;Gra Magnetyczna Rybka, 3 kol 311808;46;48;2
2642;Gra magnetyczna 2w1 /301465/ZRJT849/;38;42;4
4123;Gra kurczak bierki 960360;14;14;0
1017;Gra kto silniejszy  /005796/;3;3;0
893;Gra koszyki siatka /display 12szt/404412;3;16;13
590;GRA GWIAZDY NA ZAKUPACH  2GRY    (FAN)          804365;0;0;0
3801;GRA GRZYBOBRANIE /NAKŁON/                       800167;11;12;1
2384;Gra elektroniczna 966740;0;64;64
3721;GRA ELEKTRONICZNA;0;0;0
568;GRA EDUK.WESOŁE ZAGADKI  2GRY    (FAN)          804020;2;2;0
585;GRA EDUK.MALI EKOLODZY  2GRY   (FAN)            804044;4;5;1
582;GRA EDUK.BEZPIECZNA DROGA  2GRY   (FAN)         804037;5;0;-5
595;Gra Deluxe Chińczyk/Warcaby 804105;5;5;0
5344;Gra chwiejna wieża j.polski /810370/TG220193/;0;3;3
384;GRA CHIŃCZYK+WARCABY  /NAKŁON/ 800181;2;4;2
311;Gra Bingo - 48 Kart, 90 numerów 202849;0;0;0
1014;Gra Bajkowi Ulubieńcy  /005758/;0;0;0
1005;Gra Alfabet  /003013/;0;0;0
2511;"GRA ""FIKAJĄCE MAŁPKI"" 398833";0;0;0
310;GRA-MAŁA SYRENKA /KRUK/                         051467;0;0;0
710;Góra i dól owoce warzywa - słonik balonik 301287;6;6;0
545;GNIOTEK szt. / x5  paczka/  850028;145;100;-45
74544;gniotek siatka szt. /12 paczka/;17;5;-12
71419;Gniotek siatka 7-7 świecące /display 12szt/TK485/7-7;0;0;0
71418;Gniotek siatka 7-3  /12szt displ/;0;29;29
3100;Głowa Lalki, W.BOX 393074;0;0;0
1229;Głowa do stylizacji /G1779/130818/;0;0;0
3931;GŁOWA DO CZESANIA /MPD67470/TG364173/     74705,879565;0;0;0
1580;GŁOWA DO CZESANIA /128242/;0;0;0
5009;Głowa do czesania 143887;0;1;1
5013;Głowa do czesania 143870;0;0;0
2926;GŁOWA DO CZESANIA-MUZYKA/ŚW. 009935, 619132;7;9;2
1749;Gluty tęczowe masa skacząca /24szt w displayu/ 818055;0;1;1
1830;Gluty świecące /12szt w displayu/ 818031;7;4;-3
3229;Gluty owoce /48 szt. w op./ 817966;2311;2444;133
4402;GLUTY oko /48szt display/807639;3;124;121
4401;GLUTY części ciała  /48szt displ/807615, 870982;469;470;1
1560;Gluty 24 szt. opakowanie 810554, 984115;168;0;-168
5021;Gluty-czesci ciała;0;0;0
5502;Gitara, 3 kol 308617;0;0;0
5550;Gitara ze św. i muzyką 960926;0;0;0
650;Gitara z muzyką i światłem 824230;0;0;0
2045;Gitara w pudełku 878988 ;3;5;2
3163;Gitara w etui 874713;70;88;18
5019;Gitara w etui 808384;12;26;14
1793;Gitara na baterie 817294;8;24;16
4450;Gitara mała 962841;0;26;26
1480;GITARA ELEKTR.50CM. W KARTONIE                  206038;0;0;0
4033;GITARA 992731;0;0;0
22074;Gitara 3 kolory;0;7;7
3456;Gitara /123919/;0;0;0
2436;Gitara 998440;0;0;0
5005;Gitara 800838, 276590;32;47;15
5567;Gitara 719024;0;15;15
5291;Gitara  /118823/;0;6;6
775;GITARA-DREWNO  /001310/                         607757;0;0;0
4275;GITARA;0;12;12
4444;Gierka wodna 301489;0;0;0
752;Gierka do Grania 300681;0;25;25
4096;GARAŻ /131600/;0;0;0
226;Gadżet rozrywkowy /display 24szt/ 403972;0;12;12
1681;Flet plastikowy 954002;0;3;3
1842;FLET DREWNIANY /U341/                           113293;0;0;0
5613;Flaming Pluszowy 817997;113;115;2
2999;"FIGURKA""EARTH TUTELARY"" NO.2011-13              909265, 448641";38;81;43
4397;FIGURKA ROBOT                                   212671;0;0;0
2661;"Figurka ""Earth Tutelary"" /6 szt. w op./300803";0;2;2
22657;FIGURKA ;0;23;23
4369;Fast food z hamburgerem pudełko 03729;12;14;2
667;Fast food kanapka na tacy plexi 403743;7;10;3
1538;Farma 141845;0;0;0
1035;Farba do malowania 6 kol. /TABV002/392862/;13;13;0
JC07;fajerwerki 6/1;2;6;4
P0002;Fajerwerki;1;6;5
4428;ESPER Akumulator AA 200mAh kolor;0;2;2
972;Elektroniczne zwierzątko 966306;0;5;5
5555;Ekspres do kawy 815733;9;11;2
3588;EDU Chińczyk Warcaby 803177;19;3;-16
3521;EDU Biznes City 802712;8;9;1
540;Edu Alfabet (Fan) /804006/;4;3;-1
5364;EDU 2+2  /804013/;5;3;-2
1266;Dźwig sterowany 121151;0;0;0
1768;Dźwig sterowany 117840;0;0;0
38;DZWONKI CHROM.27 TON                            000049;0;0;0
5057;Dzwig 247797;0;2;2
2033;Dwie Butelki - Mleko, sok 311921;12;16;4
4132;Dwa pistolety 132508;89;90;1
5277;Dwa pingwiny/126262/;0;0;0
3192;Dwa koniki 129539;0;5;5
723;Domino zegar300389;6;6;0
2282;Domino układanie słów /814415/;8;11;3
722;Domino symetryczne 300372;5;6;1
1728;Domino Samochody w starym stylu 301645;1;1;0
388;Domino samochody 301652;1;1;0
726;Domino rymy 300365;5;5;0
727;Domino matematyczne dodawanie i odejmowanie 300341;7;8;1
2738;"DOMEK Z LALKĄ 11,5"" /3089404/                   884048";0;0;0
4113;Domek z gongiem 105366;0;2;2
71293;Domek ogrodnika (w siatce) 013354;7;8;1
3108;Domek na baterie /117741/;0;0;0
3803;DOMEK EDUKACYJNY B/O. /G348/                    093373;0;0;0
71289;Domek dydaktyczny (w siatce) 006196;12;16;4
71388;Domek dla zwierząt (w siatce) 009166;7;8;1
2785;DOMEK DLA LALEK 305700;0;0;0
